transaction_id,user_id,transaction_amount,transaction_type,timestamp,account_balance,device_type,location,merchant_category,ip_address_flag,previous_fraudulent_activity,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,risk_score,is_weekend,fraud_label
TXN_1174,USER_8124,178.11,ATM Withdrawal,2023-07-10 04:57:00,50182.71,Laptop,Chennai,Travel,0,0,9,233.39,0,Mastercard,165,4834.12,Password,0.9629,0,1
TXN_35838,USER_7922,38.39,ATM Withdrawal,2023-04-15 09:20:00,50869.49,Tablet,London,Electronics,0,0,8,421.27,0,Visa,70,4435.39,PIN,0.9606,0,1
TXN_27512,USER_7325,5.77,ATM Withdrawal,2023-01-28 15:34:00,86884.71,Tablet,Los Angeles,Electronics,0,0,10,231.82,1,Amex,211,2873.69,PIN,0.9233,0,1
TXN_32847,USER_4141,97.44,POS,2023-03-21 05:57:00,37834.06,Laptop,London,Groceries,0,0,5,175.81,1,Amex,29,1662.77,Password,0.0443,0,0
TXN_19392,USER_3431,54.29,Bank Transfer,2023-07-15 08:33:00,70897.89,Mobile,Perth,Groceries,0,0,2,12.01,3,Discover,198,738.96,Biometric,0.0631,1,0
TXN_8368,USER_5584,33.39,Online,2023-01-13 21:55:00,33688.01,Laptop,Mumbai,Electronics,0,0,10,56.54,0,Discover,73,2608.15,PIN,0.7901,0,0
TXN_7465,USER_9077,83.0,Online,2023-11-12 08:18:00,13996.4,Mobile,Kyoto,Electronics,0,0,12,121.61,0,Visa,73,313.74,OTP,0.3457,0,0
TXN_16870,USER_8699,112.66,POS,2023-11-07 15:53:00,34957.61,Laptop,Delhi,Groceries,0,0,14,468.86,0,Amex,26,1533.52,Password,0.5107,0,0
TXN_10830,USER_2126,55.16,ATM Withdrawal,2023-10-05 05:03:00,40480.28,Tablet,Delhi,Clothing,0,0,12,327.12,0,Mastercard,89,4920.17,Password,0.4511,0,0
TXN_25487,USER_5406,198.91,ATM Withdrawal,2023-05-20 03:07:00,36489.05,Laptop,New York,Clothing,0,0,5,65.65,4,Discover,93,570.14,OTP,0.3519,0,1
TXN_2327,USER_7509,88.04,Bank Transfer,2023-09-30 19:06:00,30488.64,Laptop,Chicago,Clothing,0,0,6,383.22,3,Visa,10,172.24,Biometric,0.91,0,1
TXN_37540,USER_1322,56.13,Online,2023-02-24 04:30:00,73319.09,Laptop,Tokyo,Travel,0,0,2,173.88,3,Mastercard,7,1202.62,PIN,0.6325,1,0
TXN_34829,USER_3140,96.39,POS,2023-04-11 00:22:00,28373.43,Mobile,New York,Travel,0,0,8,331.41,3,Amex,66,2861.5,Biometric,0.2695,1,0
TXN_15247,USER_9937,252.68,POS,2023-05-18 00:50:00,36267.95,Mobile,Kyoto,Restaurants,0,1,14,272.17,0,Discover,164,4282.48,Biometric,0.9647,0,1
TXN_37525,USER_2018,31.36,ATM Withdrawal,2023-03-23 17:36:00,52316.04,Laptop,Osaka,Groceries,0,0,9,470.68,3,Amex,75,4899.99,OTP,0.0902,0,0
TXN_32854,USER_1937,32.16,Online,2023-04-28 17:22:00,50329.14,Tablet,Bangalore,Restaurants,0,0,1,91.15,3,Visa,59,4484.47,PIN,0.9643,0,1
TXN_267,USER_8683,40.33,POS,2023-05-30 20:33:00,33236.66,Tablet,Sydney,Clothing,1,0,12,134.16,0,Amex,7,267.02,OTP,0.2085,1,0
TXN_41596,USER_5398,118.13,Bank Transfer,2023-09-21 06:31:00,90741.04,Tablet,London,Restaurants,0,0,11,299.59,4,Mastercard,222,2483.74,OTP,0.3768,0,1
TXN_45936,USER_5667,55.68,Bank Transfer,2023-03-22 10:20:00,26183.91,Mobile,Delhi,Travel,0,0,12,368.22,2,Visa,218,4999.91,OTP,0.9189,1,1
TXN_17271,USER_8006,16.75,POS,2023-11-05 04:48:00,38644.8,Mobile,Chennai,Clothing,0,0,2,376.6,0,Visa,111,2324.68,Password,0.2371,0,0
TXN_37058,USER_4916,231.77,POS,2023-05-24 17:33:00,23988.4,Mobile,Brisbane,Electronics,0,0,9,372.47,3,Discover,55,2556.38,PIN,0.0158,0,0
TXN_17218,USER_2409,1.71,ATM Withdrawal,2023-05-08 19:49:00,35802.77,Tablet,New York,Restaurants,0,0,11,359.16,3,Discover,28,1370.34,OTP,0.3738,1,0
TXN_26055,USER_8053,32.63,POS,2023-08-11 15:06:00,83236.84,Mobile,Tokyo,Restaurants,0,0,12,427.28,0,Discover,64,3274.37,Biometric,0.6967,0,0
TXN_18656,USER_5806,71.98,Online,2023-06-02 06:02:00,6683.47,Mobile,Melbourne,Travel,0,0,4,283.6,0,Amex,77,1545.23,OTP,0.1621,1,0
TXN_14030,USER_2184,15.35,Bank Transfer,2023-01-11 13:52:00,88336.87,Mobile,New York,Travel,0,0,11,34.89,0,Mastercard,231,1340.35,Biometric,0.8595,0,1
TXN_20823,USER_8730,68.18,POS,2023-07-29 03:19:00,62980.64,Laptop,New York,Restaurants,0,1,3,413.68,0,Mastercard,172,4673.01,Password,0.186,0,0
TXN_24030,USER_7380,57.52,ATM Withdrawal,2023-08-03 04:13:00,41707.94,Mobile,Leeds,Travel,0,0,12,126.43,0,Visa,132,3286.79,Password,0.9127,1,1
TXN_22352,USER_3021,145.86,Online,2023-10-18 02:31:00,54399.91,Laptop,Hyderabad,Electronics,0,0,3,216.91,0,Mastercard,230,4954.62,Password,0.6526,0,0
TXN_6520,USER_5224,5.84,ATM Withdrawal,2023-07-02 23:49:00,44146.51,Mobile,New York,Restaurants,0,0,12,158.7,1,Visa,135,4510.92,PIN,0.4588,1,0
TXN_22165,USER_1717,197.16,POS,2023-10-07 08:50:00,60085.06,Laptop,Sydney,Electronics,0,1,9,452.85,3,Amex,28,1315.22,PIN,0.3196,0,0
TXN_36452,USER_4903,30.87,POS,2023-04-30 03:09:00,99780.4,Tablet,London,Electronics,0,0,7,248.06,1,Visa,192,93.07,OTP,0.5637,0,0
TXN_14944,USER_1066,2.24,ATM Withdrawal,2023-12-05 01:20:00,26013.79,Mobile,Osaka,Restaurants,0,0,4,113.06,4,Discover,215,1778.91,PIN,0.0777,1,1
TXN_42740,USER_3508,214.23,Bank Transfer,2023-05-11 14:49:00,9769.46,Tablet,Melbourne,Electronics,1,0,6,466.29,1,Amex,211,2402.91,PIN,0.2367,0,0
TXN_31792,USER_6408,227.29,Bank Transfer,2023-05-30 22:36:00,29936.43,Laptop,Kyoto,Restaurants,0,0,3,64.76,1,Mastercard,53,4841.39,Password,0.6816,0,0
TXN_24784,USER_9998,59.42,Bank Transfer,2023-04-14 15:55:00,94670.06,Laptop,Houston,Electronics,0,0,11,213.91,3,Mastercard,61,3731.63,PIN,0.9084,1,1
TXN_46454,USER_2024,26.61,Online,2023-05-21 12:13:00,34466.41,Laptop,Los Angeles,Restaurants,1,0,2,88.94,2,Mastercard,26,527.34,Biometric,0.4335,0,0
TXN_21848,USER_8158,120.0,Bank Transfer,2023-06-19 08:03:00,41491.02,Laptop,San Francisco,Clothing,0,0,7,192.36,1,Discover,145,4696.61,Biometric,0.0168,0,0
TXN_2237,USER_7588,110.02,Online,2023-11-07 06:06:00,88484.01,Laptop,Chicago,Groceries,0,0,8,132.48,1,Amex,110,4016.61,PIN,0.0171,0,0
TXN_43558,USER_7062,401.46,POS,2023-07-30 06:10:00,68561.16,Mobile,Hyderabad,Groceries,0,0,8,227.76,2,Mastercard,42,844.13,Password,0.6778,1,0
TXN_32464,USER_9878,100.34,POS,2023-12-19 09:54:00,29858.59,Mobile,Sydney,Clothing,0,0,7,19.05,4,Visa,183,2025.49,OTP,0.9038,0,1
TXN_25981,USER_1980,130.43,Bank Transfer,2023-08-17 18:46:00,39472.16,Laptop,Los Angeles,Restaurants,0,0,13,176.15,0,Mastercard,131,2658.74,Biometric,0.1422,0,0
TXN_33042,USER_6991,145.41,Online,2023-11-18 02:50:00,38460.8,Mobile,London,Travel,0,0,7,353.52,4,Visa,61,689.1,PIN,0.4654,0,1
TXN_43212,USER_9854,227.34,POS,2023-01-24 13:43:00,16401.75,Tablet,Liverpool,Restaurants,0,0,11,63.42,2,Amex,143,2065.98,OTP,0.0633,0,0
TXN_20651,USER_6997,20.82,Online,2023-12-07 09:14:00,41157.8,Tablet,Delhi,Clothing,0,0,2,76.6,4,Mastercard,209,807.59,Biometric,0.9734,0,1
TXN_7476,USER_8709,231.76,POS,2023-09-21 12:57:00,10403.14,Mobile,Perth,Clothing,0,1,13,73.95,0,Visa,205,1041.62,Password,0.4712,0,0
TXN_43437,USER_2962,258.1,Bank Transfer,2023-07-09 11:14:00,20962.73,Laptop,Manchester,Clothing,0,0,12,393.16,0,Visa,82,73.15,OTP,0.7156,0,0
TXN_2593,USER_2431,25.27,Bank Transfer,2023-12-28 18:44:00,78746.48,Tablet,Birmingham,Travel,0,0,11,490.72,3,Visa,133,2154.98,OTP,0.7293,0,0
TXN_4315,USER_8905,52.38,Online,2023-01-25 05:20:00,67633.52,Tablet,Delhi,Travel,1,0,3,39.05,1,Visa,225,3128.53,OTP,0.8932,0,1
TXN_32770,USER_8748,27.51,Bank Transfer,2023-08-27 12:29:00,778.8,Mobile,Manchester,Clothing,0,0,6,339.49,2,Discover,35,61.79,PIN,0.3201,0,0
TXN_3763,USER_3587,47.12,Online,2023-10-02 20:42:00,87557.73,Tablet,Leeds,Clothing,0,0,1,147.86,1,Visa,183,4068.95,PIN,0.0568,0,0
TXN_8168,USER_6241,34.2,POS,2023-04-10 17:17:00,650.05,Mobile,Tokyo,Restaurants,0,1,4,40.39,0,Discover,157,1518.21,PIN,0.5984,0,0
TXN_17044,USER_3273,424.7,Bank Transfer,2023-02-18 07:26:00,642.77,Tablet,Bangalore,Restaurants,0,0,9,238.36,2,Discover,160,3477.3,Password,0.4982,0,0
TXN_39365,USER_8457,42.52,Online,2023-09-30 15:10:00,25796.55,Laptop,Chennai,Electronics,0,0,6,410.73,3,Mastercard,180,1372.89,Password,0.8521,0,1
TXN_17725,USER_5966,63.93,ATM Withdrawal,2023-02-09 08:34:00,36434.82,Laptop,London,Electronics,0,0,11,11.78,3,Visa,34,3547.56,Biometric,0.3737,0,0
TXN_43461,USER_3364,215.48,ATM Withdrawal,2023-05-29 14:32:00,70372.48,Mobile,Melbourne,Restaurants,0,0,14,170.85,0,Amex,235,4268.26,PIN,0.1176,1,0
TXN_19289,USER_6681,30.52,Online,2023-12-11 06:07:00,64152.24,Tablet,Chicago,Electronics,0,0,2,391.29,2,Discover,85,4707.09,Biometric,0.2429,1,0
TXN_49524,USER_4174,92.16,Online,2023-01-13 08:23:00,89004.13,Tablet,Melbourne,Restaurants,0,0,6,112.55,3,Visa,170,2934.41,Biometric,0.6983,0,0
TXN_11259,USER_3186,47.14,POS,2023-05-19 14:53:00,57129.04,Laptop,Leeds,Electronics,0,1,7,52.94,0,Discover,229,3765.14,Biometric,0.3312,0,0
TXN_8403,USER_3142,197.57,Bank Transfer,2023-06-13 11:00:00,39057.64,Laptop,Hyderabad,Electronics,0,1,13,70.67,2,Amex,152,2099.21,Biometric,0.1752,0,0
TXN_46435,USER_7652,130.05,ATM Withdrawal,2023-04-24 04:16:00,88432.34,Laptop,Yokohama,Travel,0,0,11,334.18,1,Discover,239,2871.39,PIN,0.899,1,1
TXN_40634,USER_7292,115.99,Bank Transfer,2023-05-16 11:39:00,5752.57,Tablet,Sydney,Travel,0,0,4,319.16,0,Visa,79,2359.67,OTP,0.9201,0,1
TXN_36870,USER_4289,4.43,ATM Withdrawal,2023-12-13 12:44:00,12868.02,Mobile,Sydney,Restaurants,0,0,14,402.03,0,Discover,97,4375.18,PIN,0.9347,0,1
TXN_4120,USER_8531,39.23,POS,2023-12-27 02:19:00,1543.62,Mobile,Hyderabad,Clothing,0,0,11,488.49,0,Discover,43,3830.36,Password,0.8639,0,1
TXN_38983,USER_2264,1.3,ATM Withdrawal,2023-05-10 10:48:00,40188.5,Laptop,Osaka,Electronics,0,0,3,26.31,2,Amex,20,509.15,Biometric,0.8816,1,1
TXN_19781,USER_6230,134.4,ATM Withdrawal,2023-08-26 14:12:00,64049.26,Tablet,Delhi,Travel,0,0,13,226.23,1,Amex,202,4339.58,OTP,0.129,1,0
TXN_44807,USER_3665,48.66,Bank Transfer,2023-11-13 23:00:00,34646.38,Laptop,London,Groceries,0,0,5,232.3,2,Discover,35,1573.48,PIN,0.1725,0,0
TXN_706,USER_7981,335.2,Bank Transfer,2023-04-27 22:13:00,35613.49,Tablet,New York,Groceries,0,1,14,57.8,2,Discover,92,19.82,OTP,0.1468,0,0
TXN_37335,USER_8732,50.06,POS,2023-06-21 16:59:00,16815.86,Mobile,Chennai,Travel,0,0,12,402.29,3,Discover,213,2406.29,OTP,0.0202,0,0
TXN_6451,USER_9146,16.38,Bank Transfer,2023-06-01 20:08:00,3364.3,Tablet,Perth,Clothing,0,0,3,146.66,1,Amex,156,694.07,Biometric,0.8187,1,0
TXN_7373,USER_8619,14.3,POS,2023-05-21 15:03:00,73976.53,Mobile,Chicago,Groceries,0,0,7,411.84,3,Visa,225,554.45,Password,0.611,1,0
TXN_11960,USER_8321,404.75,POS,2023-07-10 08:38:00,42098.86,Laptop,Melbourne,Clothing,0,0,5,109.05,0,Amex,41,2654.27,Biometric,0.9773,1,1
TXN_29035,USER_8532,77.86,Bank Transfer,2023-11-17 14:57:00,28912.74,Laptop,Chennai,Groceries,0,0,12,45.16,0,Amex,65,4172.69,PIN,0.6767,0,0
TXN_1505,USER_8979,15.49,POS,2023-09-10 19:03:00,3717.09,Laptop,Kyoto,Clothing,0,0,4,239.42,3,Visa,228,3173.78,PIN,0.4647,0,0
TXN_12274,USER_1782,81.04,POS,2023-08-04 19:39:00,40318.56,Laptop,Tokyo,Restaurants,0,1,6,372.56,0,Amex,166,1560.91,OTP,0.4414,1,0
TXN_22697,USER_5762,64.2,Online,2023-09-02 02:14:00,7132.7,Mobile,Sydney,Clothing,0,0,8,386.47,0,Discover,127,3000.29,PIN,0.4443,0,0
TXN_33663,USER_6959,0.25,ATM Withdrawal,2023-08-22 00:12:00,73322.73,Laptop,Tokyo,Travel,0,0,1,263.91,3,Mastercard,132,4722.29,Biometric,0.199,0,0
TXN_29198,USER_4873,175.47,Bank Transfer,2023-12-15 02:50:00,7538.55,Mobile,Adelaide,Clothing,0,0,7,342.74,2,Amex,103,4089.66,Password,0.9949,0,1
TXN_19406,USER_9796,33.71,ATM Withdrawal,2023-02-07 00:27:00,18618.78,Tablet,Manchester,Travel,0,0,7,164.78,0,Discover,228,572.01,OTP,0.9983,1,1
TXN_1338,USER_6352,42.96,ATM Withdrawal,2023-07-20 11:32:00,32181.66,Mobile,Liverpool,Electronics,0,0,12,434.83,2,Amex,51,2937.82,Biometric,0.6471,0,0
TXN_1197,USER_3667,138.4,Online,2023-01-09 23:45:00,99265.81,Laptop,Hyderabad,Clothing,0,0,11,436.01,1,Mastercard,234,3008.89,Password,0.2494,0,0
TXN_17962,USER_1016,27.75,ATM Withdrawal,2023-11-14 21:51:00,59314.45,Tablet,Mumbai,Restaurants,0,0,11,480.68,3,Visa,122,4918.76,Password,0.1904,0,0
TXN_45438,USER_1213,103.34,ATM Withdrawal,2023-07-11 12:26:00,81139.36,Laptop,Tokyo,Electronics,0,0,5,286.08,3,Amex,66,2321.59,OTP,0.1895,0,0
TXN_4935,USER_7079,51.24,ATM Withdrawal,2023-08-28 00:07:00,91040.53,Mobile,Brisbane,Clothing,0,0,8,44.1,4,Discover,7,958.26,Password,0.4483,0,1
TXN_17647,USER_5310,148.98,Bank Transfer,2023-12-18 10:01:00,81797.38,Tablet,Yokohama,Groceries,0,0,9,313.34,4,Amex,132,765.91,PIN,0.7663,0,1
TXN_46038,USER_1592,443.67,ATM Withdrawal,2023-03-18 10:45:00,58267.39,Laptop,Birmingham,Restaurants,0,1,7,369.99,3,Discover,158,4849.2,Password,0.5528,0,0
TXN_15021,USER_9273,118.99,Online,2023-01-04 11:05:00,26498.75,Laptop,Leeds,Clothing,0,1,13,52.81,0,Amex,145,3392.15,OTP,0.0487,0,0
TXN_47319,USER_7911,3.84,POS,2023-05-13 15:07:00,22047.03,Laptop,San Francisco,Restaurants,0,0,13,38.42,3,Mastercard,18,3253.2,Biometric,0.5813,0,0
TXN_30232,USER_1670,331.78,POS,2023-06-15 09:01:00,20905.43,Mobile,London,Groceries,0,0,1,250.3,0,Amex,173,4243.61,Password,0.1962,0,0
TXN_5577,USER_3007,43.32,ATM Withdrawal,2023-11-09 22:20:00,99653.71,Laptop,Perth,Clothing,0,0,11,306.4,0,Visa,149,3888.87,OTP,0.0931,0,0
TXN_2731,USER_2946,29.33,Online,2023-08-17 12:15:00,78232.2,Laptop,Sydney,Clothing,0,0,8,89.49,2,Visa,45,974.12,Password,0.8985,0,1
TXN_5898,USER_4459,4.9,Online,2023-07-26 16:24:00,2258.0,Mobile,London,Travel,0,0,10,107.13,1,Visa,123,2325.17,OTP,0.8944,0,1
TXN_36462,USER_4081,138.36,POS,2023-08-14 04:00:00,82384.85,Tablet,Chennai,Groceries,0,0,14,292.44,1,Discover,159,549.03,Biometric,0.3859,0,0
TXN_32782,USER_7714,330.35,POS,2023-08-20 19:31:00,95420.85,Laptop,Mumbai,Travel,0,0,10,96.77,3,Discover,196,928.04,Password,0.4683,0,0
TXN_4555,USER_8774,50.32,ATM Withdrawal,2023-02-25 17:45:00,24108.45,Laptop,Sydney,Travel,0,0,5,498.14,3,Discover,40,860.67,Password,0.1803,0,0
TXN_29931,USER_8410,45.16,ATM Withdrawal,2023-04-30 01:01:00,38176.19,Mobile,Bangalore,Travel,0,0,8,285.82,2,Amex,77,2180.27,PIN,0.258,0,0
TXN_40154,USER_8140,81.06,Online,2023-11-29 15:59:00,16560.8,Laptop,Tokyo,Travel,0,1,5,30.66,1,Visa,100,3212.64,OTP,0.9003,0,1
TXN_2653,USER_1910,21.17,Bank Transfer,2023-04-17 07:37:00,74038.9,Mobile,Sydney,Groceries,0,0,3,458.05,3,Visa,137,4149.47,OTP,0.3195,0,0
TXN_46022,USER_1058,34.94,POS,2023-09-27 14:49:00,23797.3,Tablet,Leeds,Clothing,0,0,11,486.8,4,Discover,37,3118.03,OTP,0.6015,1,1
TXN_45610,USER_4243,20.07,ATM Withdrawal,2023-07-31 22:16:00,28933.62,Laptop,Kyoto,Clothing,0,0,9,195.2,3,Discover,62,2354.7,Biometric,0.9029,0,1
TXN_2567,USER_4868,113.2,ATM Withdrawal,2023-07-14 03:21:00,68188.78,Laptop,Perth,Groceries,0,0,3,56.07,1,Mastercard,182,3130.66,Biometric,0.8984,0,1
TXN_4358,USER_6956,13.42,ATM Withdrawal,2023-06-29 15:53:00,13515.88,Mobile,San Francisco,Electronics,0,0,14,315.17,0,Amex,76,3522.83,Biometric,0.7391,0,0
TXN_17385,USER_3256,60.87,Bank Transfer,2023-10-17 19:00:00,82919.24,Laptop,Mumbai,Restaurants,0,0,3,206.95,1,Discover,219,4579.47,PIN,0.9809,0,1
TXN_34883,USER_3281,26.24,ATM Withdrawal,2023-10-25 23:37:00,79410.93,Tablet,Tokyo,Travel,0,0,10,341.74,1,Discover,14,1522.39,PIN,0.2955,1,0
TXN_18109,USER_5051,203.01,ATM Withdrawal,2023-03-01 04:14:00,31257.72,Mobile,New York,Restaurants,0,0,4,32.68,0,Discover,34,1545.15,Password,0.2562,0,0
TXN_13176,USER_5880,2.55,Bank Transfer,2023-07-21 02:53:00,69121.63,Mobile,London,Clothing,0,0,8,165.23,1,Visa,38,3052.47,Password,0.7931,1,0
TXN_19652,USER_7461,181.13,POS,2023-08-26 09:29:00,36185.86,Tablet,Chicago,Groceries,0,0,7,321.74,0,Amex,45,4032.17,OTP,0.1588,0,0
TXN_35382,USER_1005,184.16,Bank Transfer,2023-12-05 19:47:00,66848.17,Laptop,Tokyo,Electronics,0,0,10,389.0,1,Amex,67,1781.58,Password,0.1194,0,0
TXN_18576,USER_9835,141.17,Bank Transfer,2023-01-30 15:22:00,97953.27,Tablet,Tokyo,Clothing,0,0,2,257.06,1,Mastercard,153,1221.98,Password,0.6316,1,0
TXN_25722,USER_3929,35.24,Bank Transfer,2023-11-14 05:17:00,86993.96,Mobile,San Francisco,Electronics,0,0,13,159.82,0,Mastercard,94,997.89,Password,0.5703,0,0
TXN_3351,USER_6755,62.0,Bank Transfer,2023-07-26 00:06:00,51782.57,Mobile,Sydney,Clothing,0,0,1,55.04,4,Visa,235,4583.12,Biometric,0.2689,1,1
TXN_38583,USER_5813,19.43,POS,2023-02-03 00:59:00,39391.84,Mobile,Tokyo,Restaurants,0,0,14,268.26,2,Mastercard,8,4673.2,OTP,0.5241,0,0
TXN_19335,USER_1525,296.2,Online,2023-01-02 09:30:00,76832.95,Laptop,Houston,Groceries,1,0,13,35.75,3,Mastercard,37,1526.54,Biometric,0.6413,0,0
TXN_14003,USER_8564,85.99,Bank Transfer,2023-12-04 11:42:00,69901.3,Tablet,Sapporo,Restaurants,0,0,4,157.11,3,Mastercard,202,549.84,Password,0.9569,0,1
TXN_35223,USER_8425,46.34,POS,2023-07-16 07:14:00,9351.41,Laptop,Liverpool,Clothing,0,0,4,147.99,3,Amex,85,2092.61,PIN,0.8291,1,0
TXN_44585,USER_9696,116.2,POS,2023-01-11 11:05:00,49222.7,Mobile,Manchester,Restaurants,0,0,3,483.01,0,Visa,41,2783.73,Password,0.2392,1,0
TXN_21562,USER_8691,4.68,Online,2023-08-15 03:06:00,28694.09,Tablet,Osaka,Restaurants,0,0,5,243.74,4,Amex,107,940.68,Password,0.6838,1,1
TXN_31867,USER_2135,255.64,POS,2023-04-22 18:07:00,32178.75,Laptop,New York,Electronics,0,0,5,26.17,3,Discover,179,3069.04,OTP,0.6261,0,0
TXN_38052,USER_3330,121.52,Online,2023-09-20 08:35:00,54415.15,Laptop,Chennai,Travel,0,0,7,449.65,3,Discover,26,2509.18,OTP,0.7553,1,0
TXN_12563,USER_2714,233.79,Online,2023-08-20 00:34:00,99873.92,Mobile,Chicago,Electronics,0,0,4,275.33,4,Mastercard,77,3092.65,Password,0.217,0,1
TXN_9448,USER_7158,92.2,Online,2023-11-19 08:13:00,96384.24,Tablet,Brisbane,Restaurants,0,0,11,398.49,2,Amex,149,1189.48,Biometric,0.2713,0,0
TXN_39398,USER_1389,34.67,ATM Withdrawal,2023-11-22 08:39:00,71799.85,Tablet,Tokyo,Groceries,0,0,6,176.72,4,Discover,134,986.82,Password,0.3289,0,1
TXN_23669,USER_9399,250.55,POS,2023-07-25 23:37:00,87808.94,Tablet,Leeds,Electronics,0,0,13,249.67,2,Amex,120,750.7,PIN,0.5749,0,0
TXN_41515,USER_3139,66.4,ATM Withdrawal,2023-01-20 13:38:00,13622.47,Laptop,Mumbai,Electronics,0,0,10,11.37,4,Visa,174,2458.34,Biometric,0.4609,0,1
TXN_28774,USER_5242,13.88,POS,2023-09-09 16:01:00,91588.65,Tablet,Melbourne,Electronics,0,0,14,308.44,4,Visa,233,84.78,OTP,0.0639,0,1
TXN_40948,USER_9438,80.16,Online,2023-06-22 14:10:00,24083.84,Tablet,Mumbai,Restaurants,0,0,12,206.06,4,Mastercard,3,992.18,Password,0.8884,0,1
TXN_22103,USER_2463,103.87,Online,2023-07-24 20:19:00,55069.53,Laptop,Osaka,Travel,0,0,8,465.67,2,Visa,38,3199.69,PIN,0.8048,0,0
TXN_39008,USER_5961,430.33,Online,2023-02-28 19:51:00,26659.51,Laptop,Brisbane,Electronics,0,1,1,117.44,2,Mastercard,33,1899.28,OTP,0.8018,0,0
TXN_14522,USER_6399,62.21,Online,2023-11-03 07:19:00,50626.51,Mobile,Houston,Restaurants,0,0,2,218.98,2,Mastercard,44,1624.88,PIN,0.5351,0,0
TXN_8614,USER_8156,330.02,Bank Transfer,2023-04-30 07:31:00,27954.0,Laptop,Liverpool,Restaurants,0,0,5,244.28,0,Mastercard,104,1423.93,OTP,0.9931,1,1
TXN_30898,USER_5452,10.44,Online,2023-07-22 10:43:00,76781.66,Tablet,Yokohama,Travel,0,0,13,372.28,1,Mastercard,186,3540.71,Password,0.9875,0,1
TXN_8529,USER_3758,42.3,Bank Transfer,2023-01-24 13:37:00,23707.44,Laptop,Brisbane,Restaurants,0,0,1,268.68,4,Visa,101,2197.55,Password,0.766,1,1
TXN_24958,USER_9014,39.06,ATM Withdrawal,2023-11-04 06:58:00,45066.83,Laptop,Sydney,Groceries,0,0,2,378.52,3,Visa,233,4066.55,OTP,0.8199,0,0
TXN_42566,USER_9779,26.61,POS,2023-04-07 09:10:00,25445.33,Mobile,Delhi,Groceries,0,1,6,145.44,2,Amex,153,1316.82,PIN,0.9745,0,1
TXN_47567,USER_9061,240.21,Online,2023-11-14 09:37:00,25312.52,Tablet,Adelaide,Clothing,0,0,12,223.28,3,Discover,71,3539.48,PIN,0.0179,1,0
TXN_9163,USER_3980,95.24,ATM Withdrawal,2023-12-14 03:46:00,10898.34,Tablet,Tokyo,Travel,0,0,9,423.68,0,Amex,142,1651.23,Password,0.7258,0,0
TXN_18048,USER_2597,38.75,Online,2023-09-27 07:23:00,17387.96,Laptop,Mumbai,Electronics,0,0,6,457.1,3,Discover,216,1575.68,Biometric,0.6657,0,0
TXN_37888,USER_9112,75.04,Online,2023-12-27 18:50:00,1962.27,Laptop,Tokyo,Groceries,0,0,14,410.19,0,Visa,235,1326.43,Password,0.5516,0,0
TXN_18255,USER_4625,72.45,Online,2023-11-08 12:34:00,35282.32,Mobile,New York,Restaurants,0,0,14,370.64,0,Mastercard,149,4289.84,Password,0.3348,0,0
TXN_46390,USER_2840,57.28,Online,2023-12-12 13:00:00,89472.36,Laptop,Mumbai,Restaurants,0,0,6,380.52,3,Amex,65,3441.71,Password,0.7472,0,0
TXN_10475,USER_4124,50.3,Online,2023-05-16 13:02:00,98819.02,Mobile,Perth,Travel,0,0,8,436.75,2,Mastercard,174,511.49,PIN,0.6824,0,0
TXN_1040,USER_7852,137.82,Online,2023-10-03 19:16:00,96340.95,Tablet,London,Groceries,0,0,2,457.27,0,Visa,208,1146.27,Biometric,0.334,1,0
TXN_45368,USER_8452,99.33,Online,2023-01-20 07:44:00,29842.02,Laptop,Los Angeles,Travel,0,0,13,18.76,0,Visa,218,4417.41,Password,0.0033,1,0
TXN_17412,USER_7922,8.09,POS,2023-07-05 16:46:00,50753.87,Mobile,Mumbai,Electronics,0,0,1,231.71,1,Mastercard,131,1319.38,Password,0.9576,0,1
TXN_29358,USER_8805,30.45,Bank Transfer,2023-08-18 15:50:00,30732.59,Mobile,Brisbane,Clothing,0,0,10,133.32,3,Visa,211,905.08,Password,0.442,0,0
TXN_32219,USER_7644,127.68,ATM Withdrawal,2023-09-21 04:22:00,98877.35,Mobile,Sydney,Clothing,0,0,3,472.64,4,Discover,197,3211.95,Password,0.3889,1,1
TXN_32223,USER_8660,80.13,Bank Transfer,2023-09-30 17:44:00,39269.94,Tablet,Houston,Restaurants,0,0,6,297.68,0,Amex,146,3343.7,Biometric,0.047,0,0
TXN_7065,USER_2341,119.5,Bank Transfer,2023-09-07 16:42:00,1421.62,Mobile,Sydney,Groceries,0,1,5,377.42,3,Visa,177,4462.14,Biometric,0.6443,0,0
TXN_37385,USER_5459,126.58,ATM Withdrawal,2023-12-30 20:19:00,28031.13,Mobile,London,Clothing,0,0,14,317.7,2,Amex,232,1442.09,Password,0.1157,1,0
TXN_37218,USER_1441,121.61,ATM Withdrawal,2023-09-21 12:01:00,89815.39,Tablet,Tokyo,Clothing,0,0,5,171.86,4,Amex,25,4455.96,Biometric,0.1194,0,1
TXN_15298,USER_1449,7.0,Online,2023-04-05 22:42:00,32139.21,Tablet,Perth,Clothing,0,0,12,73.27,2,Discover,32,2533.37,OTP,0.6725,0,0
